P1618_009_0093	如來今日若總解除結若不生則無彼此尚不名一六云何成	T1799_005_0083	一亦亡者下文云今日如來若總解除結若不生則無彼此尚不名一六云何成
P1618_005_0191	溫陵曰識自為味謂識即味也同於舌根謂識不自甞也	T1799_003_0257	若因味生識自為味同於舌根應不自嘗云何識知是味非味
